STATUS,MW,LogP,nHAcc,nHDon,acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt,pIC50,chemblId
active,540.733,6.31729,5,1,11.27,4.42,5.78,5.78,6.26,No,C32H36N4O2S,540.72,2.0,No,,10.0,O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,NEUTRAL,DXQMUTNFRCWNPC-UHFFFAOYSA-N,,Not Active,CHEMBL1614214,"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 713 (Primary dose response assay preceding this ELISA secondary assay.), 629 (Primary screen preceding this dose response confirmation assay.)]",B,IC50,SID48410355,=,Homo sapiens,CHEMBL1597831,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,120.0,active,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(N(Cc2ccccc2)c2ccccc2)CC1,6.92081875395,CHEMBL1597831
active,445.534,5.7475,4,1,9.91,9.61,1.1,3.26,5.86,No,C28H28FNO3,445.53,1.0,No,,6.0,Oc1cccc(c1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,BASE,FDIUAXKVVLMXEX-UHFFFAOYSA-N,,Unspecified,CHEMBL940315,Displacement of fluorescein labeled estradiol from human recombinant ERalpha expressed in baculovirus infected insect cells by fluorescence polarization assay,B,IC50,26c,=,Homo sapiens,CHEMBL471627,"Bioorg. Med. Chem., (2008) 16:21:9554",CHEMBL206,9,Estrogen receptor alpha,nM,14.0,active,Oc1cccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)c1,7.85387196432,CHEMBL471627
inactive,218.281,2.3243,3,1,13.06,3.38,1.49,1.49,1.99,No,C11H10N2OS,218.27,0.0,No,,3.0,O=C(Cc1cccs1)Nc2ccccn2,NEUTRAL,WELHRMTUCZNIGI-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4259278,=,Homo sapiens,CHEMBL1362841,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,13428.48,inactive,O=C(Cc1cccs1)Nc1ccccn1,4.87197314332,CHEMBL1362841
intermediate,425.832,2.9576,8,2,-1.83,,1.61,4.72,3.53,No,C20H16ClN5O4,425.83,0.0,No,,5.0,COc1ccc(cc1OC)c2nc(C(=O)N)c3nc(O)n(c4cccc(Cl)c4)c3n2,ACID,GUFOJQFEXNFJTQ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4252436,=,Homo sapiens,CHEMBL1429150,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,6261.99,intermediate,COc1ccc(-c2nc(C(N)=O)c3nc(O)n(-c4cccc(Cl)c4)c3n2)cc1OC,5.20328763026,CHEMBL1429150
inactive,432.253,2.2291,5,0,,,1.28,1.28,1.78,No,C18H15BrFN5O2,432.25,0.0,No,,2.0,Fc1cccc(c1)C(=O)N2CCN(CC2)C(=O)c3cc4ncc(Br)cn4n3,NEUTRAL,VXRBZMXRUAKHJF-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14729545,=,Homo sapiens,CHEMBL1548361,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,33362.98,inactive,O=C(c1cccc(F)c1)N1CCN(C(=O)c2cc3ncc(Br)cn3n2)CC1,4.47673516488,CHEMBL1548361
active,256.261,2.3571,5,3,8.53,1.54,1.86,1.94,2.9,No,C14H12N2O3,256.26,0.0,No,,1.0,Cn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,NEUTRAL,MQBPSWJRXFMOOV-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4a,=,Homo sapiens,CHEMBL375334,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,622.0,active,Cn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,6.20620961531,CHEMBL375334
active,332.325,4.92212,3,1,9.17,,5.6,5.62,5.43,No,C18H15F3N2O,332.32,1.0,No,,4.0,Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,NEUTRAL,SWJSHDFDYLZVEN-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,11h,=,Homo sapiens,CHEMBL222522,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,59.0,active,C=CCn1nc(-c2ccc(O)cc2C)c2cccc(C(F)(F)F)c21,7.22914798836,CHEMBL222522
active,334.341,5.31702,3,1,9.09,,5.53,5.54,5.54,No,C18H17F3N2O,334.34,1.0,No,,3.0,CC(C)n1nc(c2ccc(O)cc2C)c3cccc(c13)C(F)(F)F,NEUTRAL,KHSAABIGSPXJBL-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,11i,=,Homo sapiens,CHEMBL222580,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,20.0,active,Cc1cc(O)ccc1-c1nn(C(C)C)c2c(C(F)(F)F)cccc12,7.69897000434,CHEMBL222580
inactive,421.409,2.1771,8,1,11.92,0.69,2.65,2.65,1.96,No,C22H19N3O6,421.4,0.0,No,,7.0,CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,NEUTRAL,DOIXYKMXFGKSMS-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3712315,=,Homo sapiens,CHEMBL1449885,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,37919.19,inactive,CCCn1nc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)c2ccccc2c1=O,4.42114094829,CHEMBL1449885
inactive,320.348,4.20188,5,1,,3.99,3.67,3.67,2.69,No,C19H16N2O3,320.34,0.0,No,,2.0,NC1=C(C#N)C(C2=C(O1)\C(=C/c3cocc3)\CCC2)c4cocc4,NEUTRAL,VIOWGXQWUQYGJD-JYRVWZFOSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4248207,=,Homo sapiens,CHEMBL1584646,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,10033.52,inactive,N#CC1=C(N)OC2=C(CCCC2=Cc2ccoc2)C1c1ccoc1,4.9985466793,CHEMBL1584646
intermediate,271.341,2.833,3,2,12.35,,3.13,3.13,2.39,No,C15H13NO2S,271.33,0.0,No,,1.0,OC1C(Sc2ccccc2NC1=O)c3ccccc3,NEUTRAL,ZUOHMTWRFCETKE-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4248371,=,Homo sapiens,CHEMBL1506716,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,3016.42,intermediate,O=C1Nc2ccccc2SC(c2ccccc2)C1O,5.52050818834,CHEMBL1506716
inactive,266.3,3.06622,3,1,13.79,0.0,1.71,1.71,2.41,No,C16H14N2O2,266.29,0.0,Yes,,3.0,Cc1oc2c(cccc2n1)C(=O)NCc3ccccc3,NEUTRAL,FYOHQZFLCBCAHZ-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4249703,=,Homo sapiens,CHEMBL1472407,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,48418.83,inactive,Cc1nc2cccc(C(=O)NCc3ccccc3)c2o1,4.31498570913,CHEMBL1472407
intermediate,256.305,2.978,3,1,11.35,0.82,3.08,3.08,3.37,No,C15H16N2O2,256.3,0.0,No,,3.0,CCc1ccc(NC(=O)c2noc3CCCc23)cc1,NEUTRAL,GKFRHMZABSZTGD-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14733222,=,Homo sapiens,CHEMBL1448466,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,7938.99,intermediate,CCc1ccc(NC(=O)c2noc3c2CCC3)cc1,5.1002347451,CHEMBL1448466
inactive,296.326,2.96752,4,1,,,-0.46,-0.46,2.71,No,C17H16N2O3,296.32,0.0,No,,5.0,CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(cc2)C#N)c1C,NEUTRAL,AHPCSBGALZBSDT-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14744969,=,Homo sapiens,CHEMBL1454402,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,34038.51,inactive,CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(C#N)cc2)c1C,4.46802945896,CHEMBL1454402
inactive,269.256,2.316,4,1,13.75,,2.16,2.16,1.58,No,C15H11NO4,269.25,0.0,No,,3.0,O=C(NCc1occc1)C2=Cc3ccccc3C(=O)O2,NEUTRAL,SOWHDSHLRVTYCU-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4242147,=,Homo sapiens,CHEMBL1431650,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,30177.39,inactive,O=C(NCc1ccco1)c1cc2ccccc2c(=O)o1,4.52031832445,CHEMBL1431650
inactive,454.504,2.4998,6,1,12.87,,3.59,3.59,2.29,No,C23H22N2O6S,454.5,0.0,No,,8.0,O=C(COC(=O)c1cccc(c1)S(=O)(=O)N2CCc3ccccc3C2)NCc4occc4,NEUTRAL,UPRJULRFEWRHNS-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3716564,=,Homo sapiens,CHEMBL1367590,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,24961.21,inactive,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1,4.60273436596,CHEMBL1367590
intermediate,402.436,1.69042,9,2,10.45,,2.02,2.02,1.88,No,C17H18N6O4S,402.43,0.0,No,,7.0,COc1ccc(C)cc1n2nnnc2SCC(=O)NC(=O)NCc3occc3,NEUTRAL,UPRUUFPIQOAAEX-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3716631,=,Homo sapiens,CHEMBL1587260,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,9477.83,intermediate,COc1ccc(C)cc1-n1nnnc1SCC(=O)NC(=O)NCc1ccco1,5.02329108533,CHEMBL1587260
inactive,453.366,3.5822,4,0,,,2.36,2.36,2.71,No,C22H26Cl2N2O4,453.36,0.0,No,,7.0,ClC1=CCC2C(C1)C(=O)N(CCCCCCN3C(=O)C4CC=C(Cl)CC4C3=O)C2=O,NEUTRAL,QUJWIDRMZCABQA-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14737133,=,Homo sapiens,CHEMBL1522044,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,24701.66,inactive,O=C1C2CC=C(Cl)CC2C(=O)N1CCCCCCN1C(=O)C2CC=C(Cl)CC2C1=O,4.60727386032,CHEMBL1522044
intermediate,514.334,4.5591,6,1,5.69,,-0.05,1.48,3.07,No,C20H21BrNO6PS,514.33,1.0,No,,8.0,CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,ACID,VWTVRHAEVXUNGT-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14742003,=,Homo sapiens,CHEMBL1461574,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,8688.31,intermediate,CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,5.0610646918,CHEMBL1461574
inactive,380.407,4.0152,6,2,,9.03,3.62,3.63,4.02,No,C23H16N4O2,380.4,0.0,No,,1.0,Cc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,BASE,LNOYXMIEHIAIKZ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14720783,=,Homo sapiens,CHEMBL1328182,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,19530.76,inactive,Cc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1,4.70928085669,CHEMBL1328182
intermediate,316.485,4.2272,2,2,,,4.94,4.94,3.51,No,C21H32O2,316.48,0.0,No,,1.0,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,NEUTRAL,HZJNRURPDVTSAA-BPSSIEEOSA-N,,Unspecified,CHEMBL925467,Binding affinity at human recombinant ERalpha,B,IC50,10,=,Homo sapiens,CHEMBL250109,"Bioorg. Med. Chem. Lett., (2007) 17:22:6295",CHEMBL206,9,Estrogen receptor alpha,nM,1050.0,intermediate,C=CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC2(C)O,5.97881070093,CHEMBL250109
active,272.25,4.1962,2,2,7.19,,3.76,4.17,4.18,No,C16H10F2O2,272.25,0.0,No,,1.0,Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,NEUTRAL,DZGRIHNLLUZLTL-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,38,=,Homo sapiens,CHEMBL191716,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,92.0,active,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,7.03621217265,CHEMBL191716
active,220.271,4.2124,1,1,9.79,,4.64,4.64,4.01,No,C16H12O,220.27,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3ccccc3c2,NEUTRAL,NIRHUNSXEDESLN-UHFFFAOYSA-N,NSC-39892,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,14,=,Homo sapiens,CHEMBL194772,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,638.0,active,Oc1ccc(-c2ccc3ccccc3c2)cc1,6.19517932128,CHEMBL194772
active,535.625,5.5679,7,2,8.93,4.49,3.26,3.29,5.31,No,C31H25N3O4S,535.61,2.0,No,,5.0,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccncc6,NEUTRAL,IBJBNKMQFSLSHP-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2l,=,Homo sapiens,CHEMBL362425,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,14.46,active,O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,7.83983170704,CHEMBL362425
active,306.695,4.8496,2,2,6.9,,4.23,5.16,4.85,No,C16H9ClF2O2,306.69,0.0,No,,1.0,Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,NEUTRAL,DZNMJDCCSRLHNP-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,26,=,Homo sapiens,CHEMBL363177,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,118.0,active,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,6.92811799269,CHEMBL363177
active,255.273,3.4684,4,2,8.22,9.67,2.8,3.1,3.74,No,C15H13NO3,255.27,0.0,No,,2.0,CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,BASE,PRIKKCCDYUBJIV-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,108,=,Homo sapiens,CHEMBL364329,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,537.0,active,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,6.2700257143,CHEMBL364329
active,256.257,3.5196,4,2,8.98,,3.75,3.77,3.44,No,C15H12O4,256.25,0.0,No,,2.0,COc1cc(O)cc2cc(oc12)c3ccc(O)cc3,NEUTRAL,KEWMBPCQWDVBAS-UHFFFAOYSA-N,,Unspecified,CHEMBL832786,Binding affinity for human Estrogen receptor alpha,B,IC50,8,=,Homo sapiens,CHEMBL361226,"Bioorg. Med. Chem. Lett., (2004) 14:19:4925",CHEMBL206,9,Estrogen receptor alpha,nM,483.0,active,COc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,6.31605286925,CHEMBL361226
active,320.436,4.8221,2,1,13.68,1.31,5.01,5.01,4.68,No,C21H24N2O,320.43,0.0,No,,4.0,CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,NEUTRAL,PBKRGGSLHOYZBI-UHFFFAOYSA-N,,Unspecified,CHEMBL868001,Binding affinity to human ERalpha,B,IC50,22,=,Homo sapiens,CHEMBL379543,"Bioorg. Med. Chem. Lett., (2006) 16:15:3896",CHEMBL206,9,Estrogen receptor alpha,nM,422.0,active,CCCCC12CCC(=O)C(C3CC3)=C1c1ccc3[nH]ncc3c1C2,6.37468754904,CHEMBL379543
intermediate,267.284,3.85742,4,2,7.89,4.28,3.45,3.59,3.83,No,C16H13NO3,267.28,0.0,No,,2.0,Cc1cc(O)ccc1c2oc3c(C=C)cc(O)cc3n2,NEUTRAL,OWLMPGOHPHWCKQ-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,128,=,Homo sapiens,CHEMBL361063,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,1116.0,intermediate,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,5.9523358054,CHEMBL361063
active,241.246,3.21442,4,2,8.19,,3.37,3.44,3.43,No,C14H11NO3,241.24,0.0,No,,1.0,Cc1cc(O)ccc1c2noc3cc(O)ccc23,NEUTRAL,YDXZMUYZJVNAOG-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,44,=,Homo sapiens,CHEMBL189822,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,475.0,active,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,6.32330639038,CHEMBL189822
active,254.26,4.0571,2,2,6.97,,3.71,4.28,3.98,No,C16H11FO2,254.26,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,NEUTRAL,VQATUPWMFYRKSD-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,17,=,Homo sapiens,CHEMBL192782,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,77.0,active,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,7.11350927483,CHEMBL192782
active,282.27,3.8696,3,2,8.29,,3.75,3.83,3.74,No,C17H11FO3,282.27,0.0,No,,2.0,Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,NEUTRAL,MKLXMJUHEZXHPX-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,70,=,Homo sapiens,CHEMBL192901,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,73.0,active,O=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,7.13667713988,CHEMBL192901
active,277.663,3.265,5,3,6.96,,2.11,2.87,3.37,No,C13H8ClNO4,277.66,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3cc(Cl)c(O)cc3O,NEUTRAL,WVZXXBYXJNDMGS-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,51,=,Homo sapiens,CHEMBL362307,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,33.0,active,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,7.48148606012,CHEMBL362307
active,333.137,3.2629,4,3,7.57,,1.49,1.74,3.08,No,C15H9BrO4,333.13,0.0,No,,1.0,Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,NEUTRAL,ARAVJEDSAIPJMV-UHFFFAOYSA-N,,Unspecified,CHEMBL829337,Inhibition of human estrogen receptor alpha,B,IC50,24,=,Homo sapiens,CHEMBL190487,"Bioorg. Med. Chem. Lett., (2005) 15:12:3137",CHEMBL206,9,Estrogen receptor alpha,nM,710.0,active,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,6.14874165128,CHEMBL190487
inactive,337.463,4.221,3,1,13.1,,4.94,4.94,4.87,Yes,C22H27NO2,337.46,0.0,No,DANAZOL,0.0,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,NEUTRAL,POZRVZJJTULAOH-LHZXLZLDSA-N,"WIN 17,757,Danazol,WIN-17757,DANOCRINE,DANAZOL",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,DANAZOL,=,Homo sapiens,CHEMBL1479,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,17790.0,inactive,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,4.74982405192,CHEMBL1479
intermediate,374.436,5.2247,3,2,3.2,,0.53,4.16,5.42,No,C24H22O4,374.43,1.0,No,,7.0,CC\C(=C(\c1ccc(OCC(=O)O)cc1)/c2cccc(O)c2)\c3ccccc3,ACID,CAPHKVMHGPLJRK-ZNTNEXAZSA-N,,Unspecified,CHEMBL682292,Displacement of [3H]17-beta-estradiol from human estrogen receptor alpha,B,IC50,8,=,Homo sapiens,CHEMBL104416,"J. Med. Chem., (1999) 42:16:3126",CHEMBL206,9,Estrogen receptor alpha,nM,1440.0,intermediate,CCC(=C(c1ccc(OCC(=O)O)cc1)c1cccc(O)c1)c1ccccc1,5.8416375079,CHEMBL104416
active,444.6,6.4837,5,1,9.79,9.57,4.37,6.49,6.84,No,C27H28N2O2S,444.59,1.0,No,,8.0,CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,BASE,XJCXCLORQVQMPF-UHFFFAOYSA-N,,Unspecified,CHEMBL829466,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha,B,IC50,6a,=,Homo sapiens,CHEMBL195991,"Bioorg. Med. Chem. Lett., (2005) 15:11:2891",CHEMBL206,9,Estrogen receptor alpha,nM,57.4,active,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,7.2410881076,CHEMBL195991
active,300.335,3.231,5,3,7.94,,1.22,1.35,2.87,No,C16H12O4S,300.33,0.0,No,,2.0,CSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,NEUTRAL,UQDOACBQOXYBML-UHFFFAOYSA-N,,Unspecified,CHEMBL829337,Inhibition of human estrogen receptor alpha,B,IC50,25,=,Homo sapiens,CHEMBL190038,"Bioorg. Med. Chem. Lett., (2005) 15:12:3137",CHEMBL206,9,Estrogen receptor alpha,nM,2.0,active,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,8.69897000434,CHEMBL190038
