acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,chemblId,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt
,,6.72,6.72,4.54,CHEMBL398456,No,C21H30O,298.46,0.0,No,,1.0,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,NEUTRAL,PPGVWCDLIZEUNC-PXQJOHHUSA-N,,Unspecified,CHEMBL925467,Binding affinity at human recombinant ERalpha,B,IC50,4,=,Homo sapiens,CHEMBL398456,"Bioorg. Med. Chem. Lett., (2007) 17:22:6295",CHEMBL206,9,Estrogen receptor alpha,nM,1440.0,intermediate,C=CC12CCC(C)=CC1=CCC1C2CCC2(C)C(O)CCC12
13.07,,6.68,6.68,5.59,CHEMBL249904,No,C23H30O,322.48,1.0,No,,1.0,CC1=CC2=CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,NEUTRAL,CBKGGDSLJHUJSV-LLINQDLYSA-N,,Unspecified,CHEMBL925467,Binding affinity at human recombinant ERalpha,B,IC50,9,=,Homo sapiens,CHEMBL249904,"Bioorg. Med. Chem. Lett., (2007) 17:22:6295",CHEMBL206,9,Estrogen receptor alpha,nM,1850.0,intermediate,C#CC1(O)CCC2C3CC=C4C=C(C)CCC4(C=C)C3CCC21C
,,6.06,6.06,4.48,CHEMBL250110,No,C20H30O,286.45,0.0,No,,0.0,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,NEUTRAL,LLIQXGDINDAREL-RABCQHRBSA-N,,Unspecified,CHEMBL925467,Binding affinity at human recombinant ERalpha,B,IC50,15,=,Homo sapiens,CHEMBL250110,"Bioorg. Med. Chem. Lett., (2007) 17:22:6295",CHEMBL206,9,Estrogen receptor alpha,nM,110.0,active,CC1=CC2=CCC3C(CCC4(C)C(O)CCC34)C2(C)CC1
9.13,,4.28,4.28,4.15,CHEMBL380452,No,C17H14O3,266.29,0.0,No,,1.0,C\C=C\c1cccc2C(=O)Oc3c(C)c(O)ccc3c12,NEUTRAL,VIOPLQWKXTXZNC-HWKANZROSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,10,=,Homo sapiens,CHEMBL380452,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,3030.0,intermediate,CC=Cc1cccc2c(=O)oc3c(C)c(O)ccc3c12
9.19,,4.21,4.21,4.17,CHEMBL380358,No,C16H14O3,254.28,0.0,No,,0.0,Cc1ccc(C)c2c3ccc(O)c(C)c3OC(=O)c12,NEUTRAL,ZTVCPFUWMHXMFT-UHFFFAOYSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,15,=,Homo sapiens,CHEMBL380358,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,3074.0,intermediate,Cc1c(O)ccc2c1oc(=O)c1c(C)ccc(C)c12
8.69,,4.0,4.02,3.93,CHEMBL438443,No,C15H11BrO4,335.15,0.0,No,,1.0,COc1cc2C(=O)Oc3c(C)c(O)ccc3c2cc1Br,NEUTRAL,FXBMDSKREWJJLA-UHFFFAOYSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,18,=,Homo sapiens,CHEMBL438443,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,10000.0,inactive,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br
9.23,,4.23,4.24,4.23,CHEMBL380838,No,C17H14O3,266.29,0.0,No,,1.0,Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,NEUTRAL,YERWNPWXTZFJOJ-UHFFFAOYSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,23,=,Homo sapiens,CHEMBL380838,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,10000.0,inactive,C=Cc1cc(C)cc2c(=O)oc3c(C)c(O)ccc3c12
8.39,,4.06,4.12,3.86,CHEMBL188299,No,C17H11NO3,277.27,0.0,No,,1.0,Oc1ccc2cc(ccc2c1)c3noc4ccc(O)cc34,NEUTRAL,YYYAIZDBIRJKQS-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,58,=,Homo sapiens,CHEMBL188299,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,463.0,active,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1
9.54,,3.33,3.33,3.24,CHEMBL394614,No,C15H11NO3,253.25,0.0,No,,2.0,O\N=C\c1ccc(c2ccc(O)cc2)c3occc13,NEUTRAL,UJGSAOAFMWYCAT-CXUHLZMHSA-N,,Unspecified,CHEMBL891640,Inhibition of human ERalpha by radioligand binding assay,B,IC50,39,=,Homo sapiens,CHEMBL394614,"Bioorg. Med. Chem. Lett., (2007) 17:4:902",CHEMBL206,9,Estrogen receptor alpha,nM,1330.0,intermediate,ON=Cc1ccc(-c2ccc(O)cc2)c2occc12
9.55,9.63,2.57,4.74,5.41,CHEMBL469511,No,C28H29NO4,443.53,1.0,No,,6.0,Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,BASE,ZSOQJLDYHKQACD-UHFFFAOYSA-N,,Unspecified,CHEMBL940315,Displacement of fluorescein labeled estradiol from human recombinant ERalpha expressed in baculovirus infected insect cells by fluorescence polarization assay,B,IC50,18,=,Homo sapiens,CHEMBL469511,"Bioorg. Med. Chem., (2008) 16:21:9554",CHEMBL206,9,Estrogen receptor alpha,nM,8.4,active,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(O)cc3OCC2)cc1
13.81,0.4,5.11,5.11,4.0,CHEMBL1300008,No,C24H23N3O4S,449.52,0.0,No,,5.0,O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,NEUTRAL,YCSRTHAGBVGRFC-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14742632,=,Homo sapiens,CHEMBL1300008,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,7237.52,intermediate,O=C(Cn1c(=O)n(Cc2ccco2)c(=O)c2c3c(sc21)CCCCC3)Nc1ccccc1
7.78,,7.24,7.39,5.61,CHEMBL1531512,No,C23H22N2O4,390.43,1.0,No,,7.0,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3oc(nn3)c4ccccc4,NEUTRAL,FHXPMVSPXCLEJN-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14720531,=,Homo sapiens,CHEMBL1531512,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,34942.63,inactive,CCCCCCc1cc2cc(-c3nnc(-c4ccccc4)o3)c(=O)oc2cc1O
,0.16,4.47,4.47,4.63,CHEMBL1404523,No,C18H14ClN3O2,339.78,0.0,No,,5.0,CCOc1ccc(Nc2oc(nc2C#N)c3ccccc3Cl)cc1,NEUTRAL,OJEOPNIUOBBBAJ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14746156,=,Homo sapiens,CHEMBL1404523,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,9540.57,intermediate,CCOc1ccc(Nc2oc(-c3ccccc3Cl)nc2C#N)cc1
11.75,5.99,0.78,3.11,2.34,CHEMBL1386091,No,C18H14N4O4,350.33,0.0,No,,3.0,OC1=C(C(=O)Nc2ccccc2[N+](=O)[O-])c3nc4ccccc4n3CC1,NEUTRAL,JAUVXQZIGMJYNG-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14746384,=,Homo sapiens,CHEMBL1386091,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,18587.7,inactive,O=C(Nc1ccccc1[N+](=O)[O-])C1=C(O)CCn2c1nc1ccccc12
13.69,1.31,4.11,4.11,3.89,CHEMBL211953,No,C18H20N2O,280.36,0.0,No,,2.0,CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,NEUTRAL,LTTCWZPUBNOMTJ-UHFFFAOYSA-N,,Unspecified,CHEMBL868001,Binding affinity to human ERalpha,B,IC50,9,=,Homo sapiens,CHEMBL211953,"Bioorg. Med. Chem. Lett., (2006) 16:15:3896",CHEMBL206,9,Estrogen receptor alpha,nM,223.0,active,CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O
13.44,0.68,3.68,3.68,3.44,CHEMBL214034,No,C16H15BrN2O,331.21,0.0,No,,1.0,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,NEUTRAL,XZYKSPRADMGNHO-INIZCTEOSA-N,,Unspecified,CHEMBL868001,Binding affinity to human ERalpha,B,IC50,13,=,Homo sapiens,CHEMBL214034,"Bioorg. Med. Chem. Lett., (2006) 16:15:3896",CHEMBL206,9,Estrogen receptor alpha,nM,249.0,active,CCC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2
13.43,0.66,4.07,4.07,3.78,CHEMBL211666,No,C18H17BrN2O,357.24,0.0,No,,2.0,BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,NEUTRAL,XCDCBJRJZQLHEZ-GOSISDBHSA-N,,Unspecified,CHEMBL868001,Binding affinity to human ERalpha,B,IC50,16,=,Homo sapiens,CHEMBL211666,"Bioorg. Med. Chem. Lett., (2006) 16:15:3896",CHEMBL206,9,Estrogen receptor alpha,nM,230.0,active,O=C1CCC2(CC3CC3)Cc3c(ccc4[nH]ncc34)C2=C1Br
9.08,,3.5,3.52,3.9,CHEMBL206500,No,C16H14O4,270.28,0.0,No,,1.0,CCc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,NEUTRAL,ZZUGHXJIFJRHIO-UHFFFAOYSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,37,=,Homo sapiens,CHEMBL206500,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,229.0,active,CCc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12
9.68,,3.97,3.98,4.48,CHEMBL206439,No,C17H18O3,270.32,0.0,No,,1.0,CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,NEUTRAL,FINZGIOHTZUMEJ-UHFFFAOYSA-N,,Unspecified,CHEMBL865582,Binding affinity to ERalpha,B,IC50,53,=,Homo sapiens,CHEMBL206439,"Bioorg. Med. Chem. Lett., (2006) 16:6:1468",CHEMBL206,9,Estrogen receptor alpha,nM,435.0,active,CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21
3.83,,-1.63,1.38,2.99,CHEMBL1307301,No,C16H17NO4S,319.38,0.0,No,,5.0,CCN(c1ccccc1)S(=O)(=O)c2cc(ccc2C)C(=O)O,ACID,BWSIREDWHPPKSD-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14745409,=,Homo sapiens,CHEMBL1307301,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,13057.04,inactive,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)O)ccc1C
10.27,,4.05,4.05,4.57,CHEMBL10560,No,C19H24O2,284.39,0.0,No,,2.0,CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(O)ccc23)C#CC,NEUTRAL,LMAFSLWCXOQARP-ATZDWAIDSA-N,,Unspecified,CHEMBL1022145,Binding affinity to human ERalpha,B,IC50,18,=,Homo sapiens,CHEMBL10560,"J. Med. Chem., (2009) 52:6:1731",CHEMBL206,9,Estrogen receptor alpha,nM,89.0,active,CC#CC1(O)CCC2(CC)c3ccc(O)cc3CCC2C1
8.37,,4.45,4.5,4.05,CHEMBL231810,No,C17H12FNO2,281.28,0.0,No,,2.0,O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,NEUTRAL,IQSIOBJHBCJWRX-VXLYETTFSA-N,,Unspecified,CHEMBL891640,Inhibition of human ERalpha by radioligand binding assay,B,IC50,12,=,Homo sapiens,CHEMBL231810,"Bioorg. Med. Chem. Lett., (2007) 17:4:902",CHEMBL206,9,Estrogen receptor alpha,nM,148.0,active,ON=Cc1ccc(-c2ccc(O)c(F)c2)c2ccccc12
,,2.48,2.48,3.37,CHEMBL1470395,No,C9H6BrNO2S2,304.18,0.0,No,,2.0,CSC1=N\C(=C/c2oc(Br)cc2)\C(=O)S1,NEUTRAL,BCLZKVFTVWRTDY-XQRVVYSFSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14732032,=,Homo sapiens,CHEMBL1470395,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,22111.37,inactive,CSC1=NC(=Cc2ccc(Br)o2)C(=O)S1
12.15,,3.03,3.03,2.52,CHEMBL1320651,No,C24H25N3O7,467.47,0.0,No,,10.0,COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,NEUTRAL,UVHMTIBLCBIEQC-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14738611,=,Homo sapiens,CHEMBL1320651,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,14798.06,inactive,COC(=O)c1ccc2c(=O)n(CCCCCC(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c2c1
13.62,6.05,4.46,4.51,4.77,CHEMBL1417890,No,C24H24N2O,356.46,0.0,No,,5.0,O=C(Nc1ccc(cc1)N2CCCC2)C(c3ccccc3)c4ccccc4,NEUTRAL,MQLARZWHUNFWSC-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14730995,=,Homo sapiens,CHEMBL1417890,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,7092.12,intermediate,O=C(Nc1ccc(N2CCCC2)cc1)C(c1ccccc1)c1ccccc1
,0.2,3.59,3.59,4.1,CHEMBL1429596,No,C19H18N2O3S,354.42,0.0,No,,6.0,CCOc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(OC)cc3)cc1,NEUTRAL,BGJHEGUAQJXQPJ-ATVHPVEESA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14731044,=,Homo sapiens,CHEMBL1429596,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,18795.51,inactive,CCOc1ccc(NC2=NC(=O)SC2=Cc2ccc(OC)cc2)cc1
11.66,0.93,1.69,1.69,2.71,CHEMBL1404155,No,C16H13N5OS2,355.44,0.0,No,,5.0,Cn1c(SCC(=O)Nc2sccc2C#N)nnc1c3ccccc3,NEUTRAL,BDQSDTXWQXMTGU-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14745579,=,Homo sapiens,CHEMBL1404155,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,17106.54,inactive,Cn1c(SCC(=O)Nc2sccc2C#N)nnc1-c1ccccc1
,2.12,2.9,2.9,3.74,CHEMBL1442697,No,C19H22N2O2S,342.46,0.0,No,,3.0,COc1ccccc1N2CCN(CC2)C(=O)c3cc4CCCc4s3,NEUTRAL,GLAOCXAZECLJMA-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14746697,=,Homo sapiens,CHEMBL1442697,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,5194.54,intermediate,COc1ccccc1N1CCN(C(=O)c2cc3c(s2)CCC3)CC1
8.37,2.97,2.09,2.13,2.02,CHEMBL1603599,No,C13H10ClN3O2S3,371.89,0.0,No,,5.0,Clc1ccc(s1)S(=O)(=O)NCc2csc(n2)c3cccnc3,NEUTRAL,VMECADNTLGXXOM-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14738874,=,Homo sapiens,CHEMBL1603599,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,13630.4,inactive,O=S(=O)(NCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1
7.11,1.23,0.33,1.51,2.29,CHEMBL203283,No,C15H12N2O4,284.27,0.0,No,,1.0,Cc1cc(O)ccc1N2C=Nc3cc(O)cc(O)c3C2=O,NEUTRAL,RUOKOUOWCMEZBT-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1ac,=,Homo sapiens,CHEMBL203283,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,4382.0,intermediate,Cc1cc(O)ccc1-n1cnc2cc(O)cc(O)c2c1=O
6.91,,0.29,1.74,2.01,CHEMBL377083,No,C14H9FN2O4,288.23,0.0,No,,1.0,Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(F)c1,NEUTRAL,DLPVDFZWWHWMEZ-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1ag,=,Homo sapiens,CHEMBL377083,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,7485.0,intermediate,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1F
6.54,10.09,-1.57,0.55,1.2,CHEMBL206426,No,C13H9N3O4,271.23,0.0,No,,1.0,Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)nc3,BASE,XKFWSLXLSOZPJJ-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1al,=,Homo sapiens,CHEMBL206426,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,66860.0,inactive,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)nc1
7.15,0.47,0.19,1.32,1.81,CHEMBL202738,No,C14H10N2O4,270.24,0.0,No,,1.0,Oc1cccc(c1)N2C=Nc3cc(O)cc(O)c3C2=O,NEUTRAL,AMHZSUNTLRXYDX-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1at,=,Homo sapiens,CHEMBL202738,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,43814.0,inactive,O=c1c2c(O)cc(O)cc2ncn1-c1cccc(O)c1
6.49,2.1,-0.68,0.92,1.89,CHEMBL205577,No,C15H12N2O4,284.27,0.0,No,,1.0,CC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,ACID,HWVMDDZTSAEFOA-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1av,=,Homo sapiens,CHEMBL205577,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,33248.0,inactive,Cc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1
7.21,,1.39,1.86,2.71,CHEMBL208324,No,C14H10N2O3S,286.31,0.0,No,,1.0,Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=S,NEUTRAL,UMIQKPGMIZNJPF-UHFFFAOYSA-N,,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,1ba,=,Homo sapiens,CHEMBL208324,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,2636.0,intermediate,Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)cc1
11.58,3.18,4.19,4.19,3.91,CHEMBL1471823,No,C21H18N2O4,362.38,0.0,No,,5.0,CCOc1ccc(NC(=O)c2oc3nc4cc(OC)ccc4cc3c2)cc1,NEUTRAL,QAEGIZNSORLPRF-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14737797,=,Homo sapiens,CHEMBL1471823,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,47271.42,inactive,CCOc1ccc(NC(=O)c2cc3cc4ccc(OC)cc4nc3o2)cc1
7.72,,4.66,4.83,4.18,CHEMBL192621,No,C16H10F2O2,272.25,0.0,No,,1.0,Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,NEUTRAL,AUZLISXBMGKYGA-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,27,=,Homo sapiens,CHEMBL192621,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,10.3,active,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1
8.91,,2.02,2.04,4.35,CHEMBL192586,No,C21H14O3,314.33,0.0,No,,2.0,Oc1ccc(cc1)C2=C(c3ccccc3)c4ccc(O)cc4C2=O,NEUTRAL,VLWGJOKKTBWWGO-UHFFFAOYSA-N,,Unspecified,CHEMBL829337,Inhibition of human estrogen receptor alpha,B,IC50,18,=,Homo sapiens,CHEMBL192586,"Bioorg. Med. Chem. Lett., (2005) 15:12:3137",CHEMBL206,9,Estrogen receptor alpha,nM,9.0,active,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2ccc(O)cc21
8.37,0.39,2.64,2.77,5.14,CHEMBL434577,No,C19H13ClN2O3,352.77,1.0,No,,2.0,Oc1ccc(c(O)c1)c2nn(c3cccc(Cl)c3)c4cc(O)ccc24,NEUTRAL,CJPNXLZTRUTXTI-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4i,=,Homo sapiens,CHEMBL434577,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,50.0,active,Oc1ccc(-c2nn(-c3cccc(Cl)c3)c3cc(O)ccc23)c(O)c1
9.87,,3.81,3.81,4.22,CHEMBL465879,No,C16H18O3,258.31,0.0,No,BROUSSONIN A,5.0,COc1ccc(CCCc2ccc(O)cc2)c(O)c1,NEUTRAL,MSNVBURPCQDLEP-UHFFFAOYSA-N,,Unspecified,CHEMBL1120283,Displacement of [3H]17-beta-estradiol from human recombinant full length ERalpha,B,IC50,1,=,Homo sapiens,CHEMBL465879,"Bioorg. Med. Chem. Lett., (2010) 20:12:3764",CHEMBL206,9,Estrogen receptor alpha,nM,8100.0,intermediate,COc1ccc(CCCc2ccc(O)cc2)c(O)c1
10.1,,4.57,4.57,4.35,CHEMBL384708,No,C19H22O2,282.38,0.0,No,,1.0,CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,NEUTRAL,CAOZZLPOGSSZNL-UHYGZKCKSA-N,,Unspecified,CHEMBL868058,Binding affinity to human recombinant ERalpha by scintillation proximity assay,B,IC50,7b,=,Homo sapiens,CHEMBL384708,"Bioorg. Med. Chem. Lett., (2006) 16:17:4462",CHEMBL206,9,Estrogen receptor alpha,nM,310.0,active,CCC1CCC2CC13Cc1cc(O)ccc1C3=C(C)C2=O
8.98,0.26,5.52,5.54,5.63,CHEMBL221626,No,C20H15ClN2O,334.8,1.0,No,,3.0,Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(Cl)cccc24,NEUTRAL,DPRKSCQCEZRMAF-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,8b,=,Homo sapiens,CHEMBL221626,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,105.0,active,Oc1ccc(-c2nn(Cc3ccccc3)c3c(Cl)cccc23)cc1
9.15,1.95,5.02,5.03,4.74,CHEMBL222452,No,C17H18N2O,266.34,0.0,No,,3.0,CCCn1nc(c2ccc(O)cc2)c3cccc(C)c13,NEUTRAL,KGNRBLHSFFCQIN-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,11a,=,Homo sapiens,CHEMBL222452,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,40.0,active,CCCn1nc(-c2ccc(O)cc2)c2cccc(C)c21
